direction,entryTime,entryPrice,exitTime,exitPrice,profit,profitPct,growth,riskPct,riskSeries,rmultiple,holdingPeriod,exitReason,stopPrice,stopPriceSeries,profitTarget
long,2002/10/10,0.206591068019412,2002/10/14,0.220535185843838,0.013944117824426006,6.749622797397886,1.0674962279739788,5.000000000000004,,1.349924559479576,1,exit-rule,0.19626151461844138,,
long,2002/10/18,0.212199107644655,2002/10/22,0.219323099659804,0.007123992015149017,3.3572205341592354,1.0335722053415923,5,,0.671444106831847,1,exit-rule,0.20158915226242224,,
long,2002/11/20,0.231903092692323,2002/11/22,0.243877006295093,0.011973913602770003,5.1633263980038295,1.0516332639800383,5.000000000000004,,1.032665279600765,1,exit-rule,0.22030793805770685,,
long,2002/11/27,0.236450108508968,2002/12/04,0.2246276030835196,-0.01182250542544841,-5.000000000000004,0.95,5.000000000000004,,-1,3,stop-loss,0.2246276030835196,,
long,2002/12/06,0.222051054554606,2002/12/20,0.2109485018268757,-0.011102552727730308,-5.0000000000000036,0.95,5.0000000000000036,,-1,9,stop-loss,0.2109485018268757,,
long,2002/12/24,0.218868074584946,2003/01/24,0.2079246708556987,-0.010943403729247292,-4.9999999999999964,0.9500000000000001,4.9999999999999964,,-1,19,stop-loss,0.2079246708556987,,
long,2003/01/28,0.215837032650374,2003/01/30,0.227053094732589,0.011216062082215011,5.196542013428935,1.0519654201342894,4.999999999999998,,1.0393084026857873,1,exit-rule,0.2050451810178553,,
long,2003/02/03,0.218413202093422,2003/02/05,0.222961065957066,0.004547863863644003,2.0822293799340676,1.0208222937993408,5.000000000000002,,0.4164458759868134,1,exit-rule,0.2074925419887509,,
long,2003/02/07,0.22053514964875,2003/02/14,0.22144503304744,0.0009098833986899979,0.41257976342509767,1.004125797634251,5.000000000000002,,0.0825159526850195,4,exit-rule,0.2095083921663125,,
long,2003/03/07,0.219323137109939,2003/03/14,0.222506134362573,0.00318299725263399,1.4512820191143194,1.0145128201911433,5.000000000000003,,0.2902564038228637,4,exit-rule,0.20835698025444205,,
long,2003/03/25,0.218413140315033,2003/04/11,0.20749248329928136,-0.01092065701575165,-5,0.95,5,,-1,12,stop-loss,0.20749248329928136,,
